transaction_id,order_datetime,channel,payment_method,voucher_used,customer_id,phone_number,product_id,product_name,product_category,quantity,unit_price,revenue
T_037774,2025-05-11 12:38:00,Store,E-wallet,0,C_04225,930489199,P0050,Potato Wedges,Side Dish,2,49000,98000
T_005831,2025-05-11 13:05:00,Website,Card,0,C_00657,948719847,P0071,Pepsi 330ml,Drink,2,39000,78000
T_001347,2025-05-11 13:55:00,Website,E-wallet,0,C_00156,977927458,P0015,Cheese Pizza Size L,Pizza,1,249000,249000
T_001347,2025-05-11 13:55:00,Website,E-wallet,0,C_00156,977927458,P0071,Pepsi 330ml,Drink,2,39000,78000
T_001347,2025-05-11 13:55:00,Website,E-wallet,0,C_00156,977927458,P0080,Passion Fruit Tea,Drink,1,35000,35000
T_001347,2025-05-11 13:55:00,Website,E-wallet,0,C_00156,977927458,P0066,Shrimp Tempura,Side Dish,1,149000,149000
T_001347,2025-05-11 13:55:00,Website,E-wallet,0,C_00156,977927458,P0053,Cheese Balls,Side Dish,1,69000,69000
T_032330,2025-05-11 15:06:00,App,Card,1,C_03592,977556565,P0011,Seafood Pizza Size M,Pizza,2,199000,398000
T_030518,2025-05-12 14:15:00,Store,E-wallet,0,C_03391,923835051,P0007,BBQ Chicken Pizza Size S,Pizza,1,109000,109000
T_030518,2025-05-12 14:15:00,Store,E-wallet,0,C_03391,923835051,P0078,Peach Tea,Drink,2,35000,70000
T_030518,2025-05-12 14:15:00,Store,E-wallet,0,C_03391,923835051,P0074,Pepsi 1.5L,Drink,2,42000,84000
T_030518,2025-05-12 14:15:00,Store,E-wallet,0,C_03391,923835051,P0047,Garlic Bread,Side Dish,1,39000,39000
T_017251,2025-05-12 16:40:00,App,Cash,1,C_01927,933726082,P0034,Mexican Pizza Size S,Pizza,1,119000,119000
T_017251,2025-05-12 16:40:00,App,Cash,1,C_01927,933726082,P0028,Beef Pizza Size S,Pizza,2,109000,218000
T_017251,2025-05-12 16:40:00,App,Cash,1,C_01927,933726082,P0079,Lemon Tea,Drink,2,35000,70000
T_017251,2025-05-12 16:40:00,App,Cash,1,C_01927,933726082,P0078,Peach Tea,Drink,1,35000,35000
T_017251,2025-05-12 16:40:00,App,Cash,1,C_01927,933726082,P0081,Mineral Water,Drink,3,20000,60000
T_017251,2025-05-12 16:40:00,App,Cash,1,C_01927,933726082,P0073,Sprite 330ml,Drink,1,39000,39000
T_017251,2025-05-12 16:40:00,App,Cash,1,C_01927,933726082,P0051,Cheese Fries,Side Dish,1,69000,69000
T_017251,2025-05-12 16:40:00,App,Cash,1,C_01927,933726082,P0052,Chicken Nuggets,Side Dish,1,69000,69000
T_017251,2025-05-12 16:40:00,App,Unknown,1,C_01927,933726082,P0070,Taco Fries,Side Dish,1,79000,79000
T_023282,2025-05-12 19:43:00,App,Cash,0,C_02598,932480093,P0006,Hawaiian Pizza Size L,Pizza,1,249000,249000
T_023282,2025-05-12 19:43:00,App,Cash,0,C_02598,932480093,P0072,Fanta 330ml,Drink,2,39000,78000
T_023282,2025-05-12 19:43:00,App,Cash,0,C_02598,932480093,P0064,Beef Pasta,Side Dish,1,129000,129000
T_023282,2025-05-12 19:43:00,App,Cash,0,C_02598,932480093,P0054,Corn Soup,Side Dish,2,59000,118000
T_027097,2025-05-12 21:39:00,App,Card,1,C_03004,968852059,P0023,Mushroom Pizza Size M,Pizza,1,149000,149000
T_012473,2025-05-13 12:17:00,Store,Card,0,C_01415,961906958,P0041,Double Cheese Pizza Size M,Pizza,1,259000,259000
T_012473,2025-05-13 12:17:00,Store,Card,0,C_01415,961906958,P0017,Veggie Pizza Size M,Pizza,1,149000,149000
T_012473,2025-05-13 12:17:00,Store,Card,0,C_01415,961906958,P0071,Pepsi 330ml,Drink,1,39000,39000
T_012473,2025-05-13 12:17:00,Store,Card,0,C_01415,961906958,P0064,Beef Pasta,Side Dish,2,129000,258000
T_040287,2025-05-13 14:14:00,Website,Cash,1,C_04516,944884180,P0037,Teriyaki Pizza Size S,Pizza,3,119000,357000
T_040287,2025-05-13 14:14:00,Website,Cash,1,C_04516,944884180,P0074,Pepsi 1.5L,Drink,2,42000,84000
T_040287,2025-05-13 14:14:00,Website,Cash,1,C_04516,944884180,P0080,Passion Fruit Tea,Drink,1,35000,35000
T_040287,2025-05-13 14:14:00,Website,Cash,1,C_04516,944884180,P0071,Pepsi 330ml,Drink,3,39000,117000
T_040287,2025-05-13 14:14:00,Website,Cash,1,C_04516,944884180,P0076,Sprite 1.5L,Drink,2,42000,84000
T_040287,2025-05-13 14:14:00,Website,Cash,1,C_04516,944884180,P0056,Chicken Wings,Side Dish,1,89000,89000
T_040287,2025-05-13 14:14:00,Website,Cash,1,C_04516,944884180,P0059,Baked Potato,Side Dish,1,79000,79000
T_025569,2025-05-13 15:39:00,Store,Card,0,C_02828,945213446,P0023,Mushroom Pizza Size M,Pizza,1,149000,149000
T_025569,2025-05-13 15:39:00,Store,Card,0,C_02828,945213446,P0075,Fanta 1.5L,Drink,1,42000,42000
T_025569,2025-05-13 15:39:00,Store,Card,0,C_02828,945213446,P0074,Pepsi 1.5L,Drink,1,42000,42000
T_025569,2025-05-13 15:39:00,Store,Card,0,C_02828,945213446,P0060,Fried Rice,Side Dish,1,89000,89000
T_030774,2025-05-13 16:41:00,Store,Cash,1,C_03417,944070174,P0077,Milk Tea,Drink,3,35000,105000
T_022345,2025-05-14 11:10:00,Store,E-wallet,1,C_02507,973810163,P0044,Supreme Pizza Size M,Pizza,2,259000,518000
T_022345,2025-05-14 11:10:00,Store,E-wallet,1,C_02507,973810163,P0076,Sprite 1.5L,Drink,1,42000,42000
T_022345,2025-05-14 11:10:00,Store,E-wallet,1,C_02507,Unknown,P0058,Fried Sausage,Side Dish,1,79000,79000
T_010339,2025-05-14 12:21:00,App,Cash,0,C_01158,923481763,P0018,Veggie Pizza Size L,Pizza,2,249000,498000
T_010339,2025-05-14 12:21:00,App,Cash,0,C_01158,923481763,P0074,Pepsi 1.5L,Drink,4,42000,168000
T_010339,2025-05-14 12:21:00,App,Cash,0,C_01158,923481763,P0056,Chicken Wings,Side Dish,1,89000,89000
T_030683,2025-05-14 15:14:00,App,E-wallet,1,C_03408,921106071,P0007,BBQ Chicken Pizza Size S,Pizza,1,109000,109000
T_030683,2025-05-14 15:14:00,App,E-wallet,1,C_03408,921106071,P0026,Sausage Pizza Size M,Pizza,1,199000,199000
T_030683,2025-05-14 15:14:00,App,E-wallet,1,C_03408,921106071,P0076,Sprite 1.5L,Drink,1,42000,42000
T_030683,2025-05-14 15:14:00,App,E-wallet,1,C_03408,921106071,P0072,Fanta 330ml,Drink,1,39000,39000
T_030683,2025-05-14 15:14:00,App,E-wallet,1,C_03408,921106071,P0063,Spaghetti Bolognese,Side Dish,1,119000,119000
T_030683,2025-05-14 15:14:00,App,E-wallet,1,C_03408,921106071,P0052,Chicken Nuggets,Side Dish,1,69000,69000
T_008306,2025-05-14 15:35:00,Website,Cash,1,C_00927,974379425,P0074,Pepsi 1.5L,Drink,1,42000,42000
T_008306,2025-05-14 15:35:00,Website,Cash,1,C_00927,974379425,P0070,Taco Fries,Side Dish,1,79000,79000
T_027207,2025-05-14 19:27:00,Store,Cash,0,C_03018,960860585,P0028,Beef Pizza Size S,Pizza,1,109000,109000
T_027207,2025-05-14 19:27:00,Store,Cash,0,C_03018,960860585,P0078,Peach Tea,Drink,1,35000,35000
T_027207,2025-05-14 19:27:00,Store,Cash,0,C_03018,960860585,P0073,Sprite 330ml,Drink,4,39000,156000
T_027207,2025-05-14 19:27:00,Store,Cash,0,C_03018,960860585,P0079,Lemon Tea,Drink,2,35000,70000
T_027207,2025-05-14 19:27:00,Store,Cash,0,C_03018,960860585,P0066,Shrimp Tempura,Side Dish,1,149000,149000
T_016300,2025-05-14 20:00:00,App,E-wallet,0,C_01835,991009664,P0016,Veggie Pizza Size S,Pizza,1,99000,99000
T_016300,2025-05-14 20:00:00,App,E-wallet,0,C_01835,991009664,P0001,Pepperoni Pizza Size S,Pizza,1,99000,99000
T_016300,2025-05-14 20:00:00,App,E-wallet,0,C_01835,991009664,P0075,Fanta 1.5L,Drink,1,42000,42000
T_016300,2025-05-14 20:00:00,App,E-wallet,0,C_01835,991009664,P0075,Fanta 1.5L,Drink,2,42000,84000
T_016300,2025-05-14 20:00:00,App,E-wallet,0,C_01835,991009664,P0071,Pepsi 330ml,Drink,1,39000,39000
T_016300,2025-05-14 20:00:00,App,E-wallet,0,C_01835,991009664,P0081,Mineral Water,Drink,4,20000,80000
T_016300,2025-05-14 20:00:00,App,E-wallet,0,C_01835,991009664,P0059,Baked Potato,Side Dish,1,79000,79000
T_016300,2025-05-14 20:00:00,App,E-wallet,0,C_01835,991009664,P0050,Potato Wedges,Side Dish,1,49000,49000
T_016300,2025-05-14 20:00:00,App,E-wallet,0,C_01835,991009664,P0053,Cheese Balls,Side Dish,2,69000,138000
T_020469,2025-05-14 20:48:00,Website,Card,1,C_02286,917779524,P0016,Veggie Pizza Size S,Pizza,3,99000,297000
T_020469,2025-05-14 20:48:00,Website,Card,1,C_02286,917779524,P0074,Pepsi 1.5L,Drink,1,42000,42000
T_001348,2025-05-14 21:20:00,Website,Cash,1,C_00156,977927458,P0024,Mushroom Pizza Size L,Pizza,2,249000,498000
T_001348,2025-05-14 21:20:00,Website,Cash,1,C_00156,977927458,P0078,Peach Tea,Drink,1,35000,35000
T_001348,2025-05-14 21:20:00,Website,Cash,1,C_00156,977927458,P0079,Lemon Tea,Drink,1,35000,35000
T_001348,2025-05-14 21:20:00,Website,Cash,1,C_00156,977927458,P0054,Corn Soup,Side Dish,2,59000,118000
T_044107,2025-05-15 10:31:00,Store,Cash,0,C_04900,922036376,P0044,Supreme Pizza Size M,Pizza,1,259000,259000
T_044107,2025-05-15 10:31:00,Store,Cash,0,C_04900,922036376,P0079,Lemon Tea,Drink,2,35000,70000
T_044107,2025-05-15 10:31:00,Unknown,Cash,0,C_04900,922036376,P0064,Beef Pasta,Side Dish,1,129000,129000
T_030123,2025-05-15 15:42:00,App,Cash,0,C_03338,996629569,P0029,Beef Pizza Size M,Pizza,1,199000,199000
T_030123,2025-05-15 15:42:00,App,Cash,0,C_03338,996629569,P0049,Onion Rings,Side Dish,2,49000,98000
T_022417,2025-05-15 16:23:00,Store,Card,0,C_02513,975484881,P0037,Teriyaki Pizza Size S,Pizza,1,119000,119000
T_022417,2025-05-15 16:23:00,Store,Card,0,C_02513,975484881,P0077,Milk Tea,Drink,2,35000,70000
T_022417,2025-05-15 16:23:00,Store,Card,0,C_02513,975484881,P0077,Milk Tea,Drink,3,35000,105000
T_022417,2025-05-15 16:23:00,Store,Card,0,C_02513,975484881,P0073,Sprite 330ml,Drink,3,39000,117000
T_022417,2025-05-15 16:23:00,Store,Card,0,C_02513,975484881,P0075,Fanta 1.5L,Drink,1,42000,42000
T_022417,2025-05-15 16:23:00,Store,Card,0,C_02513,975484881,P0059,Baked Potato,Side Dish,1,79000,79000
T_022417,2025-05-15 16:23:00,Store,Card,0,C_02513,975484881,P0057,Mozzarella Sticks,Side Dish,2,89000,178000
T_031273,2025-05-15 16:26:00,App,E-wallet,0,C_03468,981639517,P0013,Cheese Pizza Size S,Pizza,2,99000,198000
T_031273,2025-05-15 16:26:00,App,E-wallet,0,C_03468,981639517,P0017,Veggie Pizza Size M,Pizza,2,149000,298000
T_031273,2025-05-15 16:26:00,App,E-wallet,0,C_03468,981639517,P0075,Fanta 1.5L,Drink,1,42000,42000
T_031273,2025-05-15 16:26:00,App,E-wallet,0,C_03468,981639517,P0079,Lemon Tea,Drink,3,35000,105000
T_031273,2025-05-15 16:26:00,App,E-wallet,0,C_03468,981639517,P0067,Caesar Salad,Side Dish,1,89000,89000
T_000881,2025-05-15 18:39:00,Store,Cash,0,C_00092,990862760,P0022,Mushroom Pizza Size S,Pizza,1,99000,99000
T_000881,2025-05-15 18:39:00,Store,Cash,0,C_00092,990862760,P0079,Lemon Tea,Drink,2,35000,70000
T_000881,2025-05-15 18:39:00,Store,Cash,0,C_00092,990862760,P0063,Spaghetti Bolognese,Side Dish,1,119000,119000
T_030519,2025-05-15 18:56:00,Website,E-wallet,1,C_03391,923835051,P0025,Sausage Pizza Size S,Pizza,1,109000,109000
T_030519,2025-05-15 18:56:00,Website,E-wallet,1,C_03391,923835051,P0071,Pepsi 330ml,Drink,2,39000,78000
T_030519,2025-05-15 18:56:00,Website,E-wallet,1,C_03391,923835051,P0062,Spaghetti Carbonara,Side Dish,1,119000,119000
T_040449,2025-05-15 20:14:00,Store,Unknown,0,C_04535,996307345,P0013,Cheese Pizza Size S,Pizza,1,99000,99000
T_040449,2025-05-15 20:14:00,Store,E-wallet,0,C_04535,996307345,P0072,Fanta 330ml,Drink,1,39000,39000
T_040449,2025-05-15 20:14:00,Store,E-wallet,0,C_04535,996307345,P0050,Potato Wedges,Side Dish,2,49000,98000
T_001114,2025-05-15 20:26:00,Store,E-wallet,1,C_00120,997552643,P0008,BBQ Chicken Pizza Size M,Pizza,1,199000,199000
T_001114,2025-05-15 20:26:00,Store,E-wallet,1,C_00120,Unknown,P0078,Peach Tea,Drink,1,35000,35000
T_033448,2025-05-15 20:57:00,App,Cash,1,C_03743,921941561,P0025,Sausage Pizza Size S,Pizza,1,109000,109000
T_033448,2025-05-15 20:57:00,App,Unknown,1,C_03743,921941561,P0081,Mineral Water,Drink,1,20000,20000
T_027098,2025-05-15 22:25:00,Store,E-wallet,1,C_03004,968852059,P0040,Double Cheese Pizza Size S,Pizza,1,119000,119000
T_027098,2025-05-15 22:25:00,Store,E-wallet,1,C_03004,Unknown,P0075,Fanta 1.5L,Drink,2,42000,84000
T_031818,2025-05-15 22:54:00,App,Card,0,C_03527,950714187,P0008,BBQ Chicken Pizza Size M,Pizza,1,199000,199000
T_031818,2025-05-15 22:54:00,App,Card,0,C_03527,950714187,P0004,Hawaiian Pizza Size S,Pizza,1,99000,99000
T_031818,2025-05-15 22:54:00,App,Card,0,C_03527,950714187,P0076,Sprite 1.5L,Drink,1,42000,42000
T_031818,2025-05-15 22:54:00,App,Card,0,C_03527,950714187,P0072,Fanta 330ml,Drink,1,39000,39000
T_031818,2025-05-15 22:54:00,App,Card,0,C_03527,950714187,P0067,Caesar Salad,Side Dish,2,89000,178000
T_031818,2025-05-15 22:54:00,App,Card,0,C_03527,950714187,P0051,Cheese Fries,Side Dish,1,69000,69000
T_008212,2025-05-16 10:03:00,Website,Cash,1,C_00918,941687334,P0016,Veggie Pizza Size S,Pizza,1,99000,99000
T_008212,2025-05-16 10:03:00,Website,Cash,1,C_00918,941687334,P0080,Passion Fruit Tea,Drink,2,35000,70000
T_024657,2025-05-16 10:03:00,App,Cash,0,C_02744,950847821,P0006,Hawaiian Pizza Size L,Pizza,1,249000,249000
T_024657,2025-05-16 10:03:00,App,Cash,0,C_02744,950847821,P0073,Sprite 330ml,Drink,1,39000,39000
T_024657,2025-05-16 10:03:00,App,Cash,0,C_02744,950847821,P0077,Milk Tea,Drink,3,35000,105000
T_024657,2025-05-16 10:03:00,App,Cash,0,C_02744,950847821,P0048,Toast Bread,Side Dish,1,39000,39000
T_024657,2025-05-16 10:03:00,App,Cash,0,C_02744,950847821,P0062,Spaghetti Carbonara,Side Dish,1,119000,119000
T_026096,2025-05-16 12:20:00,Store,Cash,1,C_02884,991532492,P0038,Teriyaki Pizza Size M,Pizza,1,259000,259000
T_026096,2025-05-16 12:20:00,Store,Cash,1,C_02884,991532492,P0074,Pepsi 1.5L,Drink,2,42000,84000
T_026096,2025-05-16 12:20:00,Store,Cash,1,C_02884,991532492,P0048,Toast Bread,Side Dish,2,39000,78000
T_023019,2025-05-16 14:03:00,App,Card,0,C_02574,938720125,P0020,Bacon Pizza Size M,Pizza,1,199000,199000
T_023019,2025-05-16 14:03:00,App,Card,0,C_02574,938720125,P0075,Fanta 1.5L,Drink,2,42000,84000
T_023019,2025-05-16 14:03:00,App,Card,0,C_02574,938720125,P0064,Beef Pasta,Side Dish,1,129000,129000
T_023019,2025-05-16 14:03:00,App,Card,0,C_02574,938720125,P0047,Garlic Bread,Side Dish,1,39000,39000
T_015154,2025-05-16 15:32:00,Store,E-wallet,1,C_01715,997003250,P0017,Veggie Pizza Size M,Pizza,1,149000,149000
T_015154,2025-05-16 15:32:00,Store,E-wallet,1,C_01715,997003250,P0041,Double Cheese Pizza Size M,Pizza,1,259000,259000
T_015154,2025-05-16 15:32:00,Store,E-wallet,1,C_01715,997003250,P0081,Mineral Water,Drink,1,20000,20000
T_015154,2025-05-16 15:32:00,Store,E-wallet,0,C_01715,997003250,P0077,Milk Tea,Drink,2,35000,70000
T_015154,2025-05-16 15:32:00,Store,E-wallet,1,C_01715,997003250,P0053,Cheese Balls,Side Dish,1,69000,69000
T_015154,2025-05-16 15:32:00,Store,E-wallet,1,C_01715,997003250,P0052,Chicken Nuggets,Side Dish,1,69000,69000
T_002410,2025-05-16 16:29:00,App,Cash,1,C_00282,958625606,P0016,Veggie Pizza Size S,Pizza,1,99000,99000
T_002410,2025-05-16 16:29:00,App,Cash,1,C_00282,958625606,P0074,Pepsi 1.5L,Drink,2,42000,84000
T_002410,2025-05-16 16:29:00,App,Cash,1,C_00282,958625606,P0051,Cheese Fries,Side Dish,2,69000,138000
T_035950,2025-05-16 17:20:00,App,Card,0,C_04030,962363456,P0003,Pepperoni Pizza Size L,Pizza,1,249000,249000
T_035950,2025-05-16 17:20:00,App,Card,0,C_04030,962363456,P0071,Pepsi 330ml,Drink,1,39000,39000
T_035950,2025-05-16 17:20:00,App,Card,0,C_04030,962363456,P0066,Shrimp Tempura,Side Dish,2,149000,298000
T_032331,2025-05-17 10:01:00,Website,Cash,0,C_03592,977556565,P0016,Veggie Pizza Size S,Pizza,2,99000,198000
T_032331,2025-05-17 10:01:00,Website,Cash,0,C_03592,977556565,P0031,Tuna Pizza Size S,Pizza,1,119000,119000
T_032331,2025-05-17 10:01:00,Website,Cash,0,C_03592,977556565,P0007,BBQ Chicken Pizza Size S,Pizza,1,109000,109000
T_032331,2025-05-17 10:01:00,Website,Cash,0,C_03592,977556565,P0007,BBQ Chicken Pizza Size S,Pizza,2,109000,218000
T_032331,2025-05-17 10:01:00,Website,Cash,0,C_03592,977556565,P0071,Pepsi 330ml,Drink,2,39000,78000
T_032331,2025-05-17 10:01:00,Website,Cash,0,C_03592,977556565,P0079,Lemon Tea,Drink,3,35000,105000
T_032331,2025-05-17 10:01:00,Website,Cash,0,C_03592,977556565,P0073,Sprite 330ml,Drink,1,39000,39000
T_032331,2025-05-17 10:01:00,Website,Cash,0,C_03592,977556565,P0075,Fanta 1.5L,Drink,3,42000,126000
T_032331,2025-05-17 10:01:00,Website,Cash,0,C_03592,977556565,P0074,Pepsi 1.5L,Drink,3,42000,126000
T_032331,2025-05-17 10:01:00,Website,Cash,0,C_03592,977556565,P0058,Fried Sausage,Side Dish,2,79000,158000
T_032331,2025-05-17 10:01:00,Website,Unknown,0,C_03592,977556565,P0046,French Fries,Side Dish,1,39000,39000
T_032331,2025-05-17 10:01:00,Website,Cash,0,C_03592,977556565,P0062,Spaghetti Carbonara,Side Dish,2,119000,238000
T_039425,2025-05-17 15:47:00,App,E-wallet,0,C_04423,918656477,P0071,Pepsi 330ml,Drink,2,39000,78000
T_005832,2025-05-17 17:34:00,App,Card,0,C_00657,948719847,P0001,Pepperoni Pizza Size S,Pizza,3,99000,297000
T_005832,2025-05-17 17:34:00,App,Card,0,C_00657,948719847,P0026,Sausage Pizza Size M,Pizza,1,199000,199000
T_005832,2025-05-17 17:34:00,App,Card,0,C_00657,948719847,P0073,Sprite 330ml,Drink,1,39000,39000
T_005832,2025-05-17 17:34:00,App,Card,0,C_00657,948719847,P0067,Caesar Salad,Side Dish,2,89000,178000
T_006490,2025-05-17 19:05:00,Store,Card,0,C_00720,951315075,P0077,Milk Tea,Drink,2,35000,70000
T_006490,2025-05-17 19:05:00,Store,Card,0,C_00720,951315075,P0071,Pepsi 330ml,Drink,1,39000,39000
T_040288,2025-05-17 19:06:00,App,E-wallet,0,C_04516,944884180,P0043,Supreme Pizza Size S,Pizza,2,119000,238000
T_040288,2025-05-17 19:06:00,App,E-wallet,0,C_04516,944884180,P0080,Passion Fruit Tea,Drink,2,35000,70000
T_017252,2025-05-17 20:08:00,App,E-wallet,0,C_01927,933726082,P0035,Mexican Pizza Size M,Pizza,1,259000,259000
T_017252,2025-05-17 20:08:00,App,E-wallet,0,C_01927,933726082,P0076,Sprite 1.5L,Drink,1,42000,42000
T_017252,2025-05-17 20:08:00,App,E-wallet,0,C_01927,933726082,P0076,Sprite 1.5L,Drink,3,42000,126000
T_017252,2025-05-17 20:08:00,App,E-wallet,0,C_01927,933726082,P0071,Pepsi 330ml,Drink,2,39000,78000
T_017252,2025-05-17 20:08:00,Unknown,E-wallet,0,C_01927,933726082,P0068,Seafood Salad,Side Dish,2,129000,258000
T_033732,2025-05-18 12:05:00,Store,Cash,0,C_03778,933261699,P0025,Sausage Pizza Size S,Pizza,2,109000,218000
T_033732,2025-05-18 12:05:00,Store,Cash,0,C_03778,933261699,P0077,Milk Tea,Drink,2,35000,70000
T_033732,2025-05-18 12:05:00,Store,Cash,0,C_03778,933261699,P0081,Mineral Water,Drink,1,20000,20000
T_003719,2025-05-18 12:33:00,App,Cash,0,C_00430,937666971,P0023,Mushroom Pizza Size M,Pizza,2,149000,298000
T_003719,2025-05-18 12:33:00,App,Cash,0,C_00430,937666971,P0075,Fanta 1.5L,Drink,1,42000,42000
T_003719,2025-05-18 12:33:00,App,Cash,0,C_00430,937666971,P0078,Peach Tea,Drink,1,35000,35000
T_003719,2025-05-18 12:33:00,App,Cash,0,C_00430,937666971,P0081,Mineral Water,Drink,2,20000,40000
T_003719,2025-05-18 12:33:00,App,Cash,0,C_00430,937666971,P0053,Cheese Balls,Side Dish,1,69000,69000
T_038529,2025-05-18 12:46:00,Store,Cash,0,C_04311,925776503,P0002,Pepperoni Pizza Size M,Pizza,2,149000,298000
T_038529,2025-05-18 12:46:00,Store,Cash,0,C_04311,925776503,P0017,Veggie Pizza Size M,Pizza,1,149000,149000
T_038529,2025-05-18 12:46:00,Store,Cash,0,C_04311,925776503,P0075,Fanta 1.5L,Drink,1,42000,42000
T_038529,2025-05-18 12:46:00,Store,Cash,0,C_04311,925776503,P0075,Fanta 1.5L,Drink,2,42000,84000
T_038529,2025-05-18 12:46:00,Store,Cash,0,C_04311,925776503,P0062,Spaghetti Carbonara,Side Dish,2,119000,238000
T_038529,2025-05-18 12:46:00,Store,Cash,0,C_04311,925776503,P0068,Seafood Salad,Side Dish,1,129000,129000
T_044108,2025-05-18 13:39:00,Store,Cash,0,C_04900,922036376,P0037,Teriyaki Pizza Size S,Pizza,1,119000,119000
T_044108,2025-05-18 13:39:00,Store,Cash,0,C_04900,922036376,P0038,Teriyaki Pizza Size M,Pizza,1,259000,259000
T_044108,2025-05-18 13:39:00,Store,Cash,0,C_04900,922036376,P0073,Sprite 330ml,Drink,1,39000,39000
T_044108,2025-05-18 13:39:00,Store,Cash,0,C_04900,922036376,P0074,Pepsi 1.5L,Drink,1,42000,42000
T_044108,2025-05-18 13:39:00,Store,Cash,0,C_04900,922036376,P0074,Pepsi 1.5L,Drink,4,42000,168000
T_044108,2025-05-18 13:39:00,Store,Cash,0,C_04900,922036376,P0061,Kimchi Fried Rice,Side Dish,1,99000,99000
T_044108,2025-05-18 13:39:00,Store,Cash,0,C_04900,922036376,P0046,French Fries,Side Dish,1,39000,39000
T_016573,2025-05-18 15:06:00,App,E-wallet,0,C_01859,939335617,P0016,Veggie Pizza Size S,Pizza,1,99000,99000
T_016573,2025-05-18 15:06:00,App,E-wallet,0,C_01859,939335617,P0081,Mineral Water,Drink,1,20000,20000
T_016573,2025-05-18 15:06:00,App,E-wallet,0,C_01859,939335617,P0072,Fanta 330ml,Drink,3,39000,117000
T_016573,2025-05-18 15:06:00,App,E-wallet,0,C_01859,939335617,P0075,Fanta 1.5L,Drink,1,42000,42000
T_016573,2025-05-18 15:06:00,App,E-wallet,0,C_01859,939335617,P0052,Chicken Nuggets,Side Dish,1,69000,69000
T_003999,2025-05-18 17:23:00,App,E-wallet,0,C_00465,985044982,P0002,Pepperoni Pizza Size M,Pizza,2,149000,298000
T_003999,2025-05-18 17:23:00,App,E-wallet,0,C_00465,985044982,P0076,Sprite 1.5L,Drink,2,42000,84000
T_003999,2025-05-18 17:23:00,App,E-wallet,0,C_00465,985044982,P0052,Chicken Nuggets,Side Dish,1,69000,69000
T_031054,2025-05-18 22:26:00,Store,Cash,0,C_03450,971204245,P0013,Cheese Pizza Size S,Pizza,1,99000,99000
T_031054,2025-05-18 22:26:00,Store,Cash,0,C_03450,971204245,P0074,Pepsi 1.5L,Drink,1,42000,42000
T_031054,2025-05-18 22:26:00,Store,Cash,0,C_03450,971204245,P0077,Milk Tea,Drink,2,35000,70000
T_031054,2025-05-18 22:26:00,Store,Cash,0,C_03450,971204245,P0059,Baked Potato,Side Dish,1,79000,79000
T_037775,2025-05-18 22:31:00,Website,E-wallet,1,C_04225,930489199,P0081,Mineral Water,Drink,1,20000,20000
